"user_id","book_id","rating"
63,8152,3
63,35,3
63,2521,3
63,4531,4
63,8882,4
63,213,4
63,614,4
63,3913,4
63,43,3
63,13,3
122,14,4
122,80,4
122,3590,3
122,1135,3
122,2023,3
122,5551,3
122,4336,2
174,737,4
174,1597,5
174,249,5
174,4614,3
174,494,5
174,867,4
174,81,4
174,5238,4
174,199,4
174,101,5
137,4,2
137,1518,4
137,10,3
137,3591,5
137,493,4
137,1521,3
137,9874,4
137,296,3
137,839,3
137,248,5
137,798,4
137,157,5
137,7,4
168,268,4
168,6364,5
168,820,5
168,8716,4
168,8697,1
168,424,4
168,5088,4
168,2337,5
168,7462,3
168,9905,3
168,5911,4
168,8305,4
168,322,3
168,377,5
168,282,5
168,167,1
168,4605,5
168,6999,4
168,380,4
168,430,4
168,1703,2
168,520,4
168,3828,2
168,523,4
168,131,5
168,225,4
168,32,5
168,2004,4
168,405,3
168,65,5
168,297,5
168,3133,2
168,1314,5
168,479,4
168,2,4
168,18,5
168,24,3
168,21,3
168,27,5
168,23,4
168,493,3
168,362,5
168,3061,3
168,2781,5
168,2794,3
168,219,5
168,6620,5
168,2727,3
168,7814,2
168,2693,4
168,4726,4
168,117,5
168,10,5
168,171,5
168,8802,2
168,538,4
168,8973,4
168,1055,4
168,4468,5
168,9966,4
168,1381,3
168,3524,3
168,5347,3
168,4683,3
168,9302,4
168,522,5
168,3566,3
168,5947,2
168,4828,4
168,3869,4
168,119,4
168,883,5
168,572,5
168,1171,3
168,2062,4
168,1299,2
168,426,2
168,5556,5
168,45,5
168,3370,5
195,8,4
195,5,3
195,122,3
195,45,4
195,484,3
195,854,3
195,114,3
195,784,3
195,1221,3
195,92,3
195,238,3
195,1676,3
195,297,3
195,398,3
195,120,2
168,264,3
168,395,4
168,19,5
168,155,5
168,161,5
168,611,2
168,779,4
168,593,5
168,1629,4
168,1591,5
168,5661,4
168,9424,4
168,8893,4
168,1574,5
168,1544,3
199,100,5
199,1283,3
199,81,5
199,11,5
199,115,4
199,758,3
199,38,5
199,4,5
199,26,3
199,101,1
199,33,5
199,58,3
199,131,5
199,7733,3
199,5969,2
199,2054,3
199,1718,3
199,120,3
199,6467,4
199,2508,4
137,213,3
63,7151,5
63,1113,4
137,65,5
137,8891,2
137,1277,4
137,9839,3
195,68,4
137,1312,2
137,45,5
137,2236,5
137,13,3
137,5,2
63,6160,4
63,8336,4
63,66,3
63,1206,3
63,629,2
63,1506,3
63,172,3
63,709,4
63,162,4
174,5918,3
174,11,5
174,499,3
174,426,5
174,127,4
174,38,4
174,230,5
174,407,4
174,122,3
174,217,5
122,709,3
174,35,5
174,64,5
174,115,5
174,5385,3
174,40,5
174,172,5
174,33,4
174,60,2
174,113,5
174,378,5
174,658,3
174,372,4
174,9,2
174,616,2
174,150,5
174,741,4
174,22,5
174,111,5
300,786,3
300,85,4
300,43,3
300,662,4
300,148,3
300,820,4
300,6364,2
300,478,3
300,8456,3
300,5374,3
300,4531,3
300,1663,2
300,5198,4
300,9123,4
300,6921,1
300,1135,3
300,5,3
63,669,4
300,709,4
300,669,4
300,35,4
300,653,4
300,13,3
300,4475,4
300,590,3
300,6772,4
300,80,4
300,3913,4
300,7169,3
69,101,4
69,516,5
69,94,5
69,550,5
69,115,4
69,658,4
69,6917,4
69,6844,5
69,7462,3
69,3598,3
69,1392,5
69,2910,2
69,194,5
69,495,4
69,3560,5
69,45,4
69,8404,5
300,4974,5
69,9645,5
69,1056,4
63,9858,4
122,653,1
300,941,4
69,323,5
69,372,4
69,344,5
69,662,5
69,65,5
69,239,2
69,663,5
63,148,3
63,592,5
63,485,4
63,4260,4
63,33,4
63,699,1
63,80,5
300,635,4
300,8455,4
300,7810,2
439,80,4
439,27,5
439,18,4
439,35,3
439,94,5
439,10,4
439,33,3
439,5,4
439,23,2
439,635,3
439,115,5
439,11,4
439,476,4
439,325,3
439,704,3
439,1936,2
439,4130,2
439,233,4
439,7277,3
439,487,3
439,660,3
439,575,2
439,1296,2
439,1564,3
439,1592,4
439,693,2
439,1677,2
439,5343,3
439,1100,3
439,2827,3
439,6276,4
439,3533,3
439,6975,3
439,9628,2
439,6533,2
439,378,3
439,662,3
439,5932,4
439,9691,3
439,108,3
439,1063,2
439,1436,3
439,955,3
439,4,5
439,38,4
439,100,4
439,287,4
439,7,3
439,1457,1
439,3979,2
439,4473,2
439,78,3
439,2136,3
439,40,1
439,111,4
439,1928,3
439,916,4
439,867,3
439,45,3
439,76,3
439,19,4
439,155,4
439,161,4
439,335,3
439,373,5
439,158,4
439,43,4
439,63,3
439,7796,2
439,669,4
439,925,3
439,4108,3
439,436,4
449,117,5
449,4309,3
449,160,5
449,3256,5
449,7852,5
449,172,4
449,94,2
449,2765,5
449,7548,5
449,590,4
449,189,5
449,219,5
449,1025,4
449,4861,5
449,493,5
449,2860,5
449,1106,4
449,2963,4
449,1357,5
449,6469,5
449,6410,5
449,10,4
449,14,3
449,485,5
449,3331,5
449,3951,5
449,3392,5
449,7117,4
449,4151,5
449,362,4
449,109,5
449,504,5
449,8,2
449,55,5
449,4090,4
449,287,4
449,961,4
449,2355,4
449,43,5
449,42,5
449,958,4
449,2724,4
449,461,4
449,13,4
449,29,4
449,804,3
449,530,4
449,248,5
449,154,3
63,573,3
174,3588,5
174,779,3
174,495,3
449,5643,4
449,1691,4
449,1679,3
449,50,4
63,6772,5
63,489,3
63,560,3
63,103,3
449,4163,4
449,2794,4
449,8859,4
449,2266,5
63,778,2
63,7485,3
532,4359,4
532,111,3
532,122,4
532,100,5
532,35,5
532,11,2
532,26,3
532,138,3
532,60,4
532,5,4
532,8,5
540,94,5
540,233,5
540,1239,5
540,925,5
540,4606,5
540,4108,5
540,8295,5
540,669,4
540,5198,3
540,200,4
540,672,4
540,1410,4
540,1741,4
540,2235,4
540,5858,4
540,6078,4
540,4240,4
540,4728,4
540,9469,4
540,7619,4
540,7208,4
540,5861,3
540,6512,4
540,6684,4
540,1058,4
540,3229,4
540,7991,4
540,6212,4
540,9116,4
540,122,4
540,45,4
540,5,5
540,1184,5
540,2304,5
540,3255,5
540,7409,5
540,887,5
449,9432,4
199,737,4
199,328,4
199,2145,4
199,2062,4
199,5926,1
199,860,3
199,1752,2
199,1678,4
199,8951,4
199,9636,2
199,178,2
579,2980,4
579,557,4
579,184,4
579,416,4
579,335,3
579,373,4
579,158,5
579,1938,3
579,2620,3
579,2123,5
579,8192,4
579,672,4
579,15,5
579,1373,5
579,5,3
579,7868,3
579,2082,1
199,8,3
199,57,4
199,45,3
199,22,1
199,50,4
199,64,3
63,5374,4
199,486,3
199,186,4
199,111,1
579,132,4
579,9303,2
579,7433,3
579,1681,3
579,2601,3
579,71,3
579,301,3
579,984,1
579,258,5
391,9871,4
391,2351,4
391,5007,2
391,511,3
391,2074,4
391,4797,3
391,3876,3
391,2745,3
579,1100,5
579,544,2
579,681,2
579,2215,4
579,999,4
579,1432,1
579,772,3
579,4096,3
579,1580,3
579,9478,4
679,4286,5
679,9233,4
679,8849,3
679,72,4
679,176,3
679,237,4
679,349,4
679,168,5
679,305,5
679,1261,3
679,553,4
679,670,4
679,205,4
679,696,2
679,84,5
679,487,4
679,660,3
679,1117,4
679,575,3
679,640,4
679,2594,3
679,1296,3
679,1179,5
679,371,4
679,633,4
679,5141,3
679,9863,4
679,288,5
679,2673,3
679,785,4
679,2242,5
679,1972,3
679,2859,4
679,2666,4
679,1643,5
679,5655,4
679,628,4
679,5144,4
679,2730,4
679,618,4
679,514,5
679,5508,5
679,769,5
679,8635,4
679,687,5
679,366,5
679,2174,5
679,181,5
679,1223,5
679,432,4
679,126,5
691,528,5
691,949,5
691,330,5
691,1525,5
691,6218,5
691,2056,5
691,1362,5
691,510,5
691,1249,5
691,722,5
691,1119,5
691,1023,5
691,6678,5
691,7506,5
691,1686,4
691,3530,5
691,1931,5
691,8038,5
691,2198,5
691,3096,5
691,1418,5
691,4553,5
691,3492,5
691,5203,5
691,5160,5
691,6330,5
691,9157,5
691,4799,5
691,1693,5
691,1463,5
691,5232,4
691,3938,5
691,2811,5
691,6472,5
691,8035,5
691,1049,5
691,389,5
691,565,5
579,67,4
691,19,4
199,496,4
689,3340,3
689,1633,4
689,3477,2
122,2302,1
122,2027,2
122,606,4
122,162,4
122,35,3
105,633,3
105,371,3
105,9927,5
683,1928,4
683,1657,2
751,27,5
751,18,5
751,867,3
751,24,4
751,2,5
751,21,4
751,23,3
751,6808,2
751,271,5
751,6777,4
751,26,4
751,9,5
751,186,4
751,148,5
751,4842,3
751,3322,4
751,6299,4
751,1171,5
751,64,4
751,38,4
751,150,5
751,9588,5
751,4,5
751,92,4
751,5395,3
751,122,4
751,2192,2
751,11,4
751,57,4
751,2069,3
751,5517,2
751,8032,1
751,6121,2
751,66,5
751,10,5
751,8,4
751,5,4
751,3352,4
751,36,4
751,50,5
751,60,4
751,130,2
579,2506,5
579,8334,5
579,6223,3
579,4560,4
579,7089,5
579,7427,3
579,8837,4
579,8864,4
683,22,3
683,4391,2
683,300,3
806,2770,3
806,4504,3
806,546,2
806,730,3
806,1518,4
806,1378,3
806,3033,5
806,2673,3
806,4,5
806,155,3
806,1015,3
806,289,3
806,5260,3
806,1434,3
806,161,4
806,19,5
806,1003,5
806,1739,3
806,14,3
806,344,4
806,372,4
806,401,4
806,2339,5
806,1552,5
806,483,4
806,2552,3
806,58,4
806,3079,3
806,1421,3
806,6996,5
806,795,4
806,3092,2
806,1908,3
806,2193,3
806,325,4
806,3387,4
806,264,5
806,131,5
806,4640,3
806,7137,3
806,8232,3
806,3543,4
806,82,4
806,236,4
806,688,4
806,1514,4
806,3071,4
806,10000,5
806,2498,4
806,3986,3
806,316,3
806,2115,4
806,5885,4
806,4749,3
806,2651,4
806,4893,4
806,1135,3
806,113,4
806,13,4
806,8,5
806,1676,5
806,87,4
806,7,4
806,2903,4
806,3720,5
806,5,4
806,2601,3
806,55,4
806,65,5
806,297,3
806,405,3
806,1074,4
806,1704,3
806,2098,3
806,3202,5
806,5330,5
806,3068,4
806,3133,3
806,3600,2
806,4517,3
806,2131,4
806,48,4
806,173,3
806,427,4
806,6104,4
806,83,4
806,1161,3
806,1566,5
806,1642,3
806,225,5
806,32,4
806,130,3
806,395,4
806,6273,4
806,50,4
806,335,4
806,373,4
806,1299,4
806,2187,5
806,4244,3
806,160,3
806,29,4
806,718,3
806,301,4
806,122,3
806,125,5
806,321,5
751,4723,4
806,6745,4
806,357,5
806,3364,3
806,934,2
806,154,4
806,804,3
806,855,3
806,770,4
806,3916,5
199,1386,5
751,63,4
751,1648,5
751,4434,5
751,102,4
751,1469,4
751,2750,5
751,829,3
449,3197,4
449,4677,5
689,5928,3
689,4251,4
863,7384,4
863,430,3
863,380,4
863,1500,4
863,1205,4
863,1915,4
863,3540,4
863,1270,4
863,3828,4
863,1703,4
863,4388,4
863,1005,2
863,94,2
806,3907,5
806,54,3
863,60,2
863,115,3
863,8537,3
863,557,2
863,14,3
863,7032,3
863,5421,2
863,4899,2
863,22,1
863,574,3
863,249,4
863,228,2
863,178,3
863,268,4
863,6364,3
863,1928,3
863,3400,2
863,587,4
863,7022,2
863,8329,4
863,212,3
863,3869,3
863,2193,3
863,483,3
863,1421,3
863,664,3
863,198,3
863,301,3
863,3020,3
863,1282,5
863,102,4
863,8,3
689,653,4
689,5983,2
892,1842,4
892,81,4
892,132,4
892,273,5
892,1685,4
892,867,5
892,4250,3
892,378,4
892,64,5
892,35,5
929,405,5
929,94,5
929,122,5
929,3068,5
929,181,5
929,349,4
929,570,5
929,316,5
929,233,5
929,374,5
929,243,4
929,237,3
929,305,4
929,739,5
929,670,3
929,556,3
929,578,3
929,1987,3
929,705,4
929,176,4
929,1139,4
929,1123,4
929,65,5
929,297,5
929,2172,5
929,1676,5
929,1704,4
929,2098,5
929,2552,3
929,3202,5
929,4517,4
929,3133,5
929,5330,5
929,2,5
929,8,5
929,5,5
929,27,5
929,21,5
929,23,5
929,18,5
929,10,4
929,28,4
929,14,5
929,7,4
929,55,5
929,58,4
929,33,3
929,4,5
929,13,5
929,50,5
929,57,4
929,60,3
929,32,4
929,119,4
929,45,5
929,19,4
929,483,5
929,113,4
929,225,5
929,131,4
929,1161,4
929,730,4
929,2601,5
929,3079,5
929,3387,5
929,70,5
929,492,4
929,838,3
929,1299,4
929,1503,4
929,2025,4
929,860,5
929,696,4
929,898,3
929,1533,4
63,323,5
929,196,4
929,854,4
929,1142,5
929,442,4
929,7462,4
929,4796,4
929,6715,2
929,2698,5
929,8079,5
929,660,3
929,84,3
806,90,5
806,570,5
806,180,4
806,4584,3
806,23,4
806,2,4
806,18,4
806,24,5
806,284,2
806,709,4
897,570,3
944,516,4
944,5,3
944,2632,5
944,38,5
897,468,3
897,8,3
897,4,3
897,321,4
897,388,2
897,102,3
897,28,4
897,1133,5
897,13,4
897,2039,3
897,48,3
897,358,2
897,278,3
897,50,3
897,21,4
897,162,3
897,354,5
897,1570,4
897,1642,4
897,9579,3
897,572,4
897,2298,3
897,19,4
897,701,4
897,722,4
897,330,4
897,1023,4
897,528,4
897,26,2
897,232,4
897,510,4
897,936,4
897,1075,3
897,725,4
897,1698,3
897,612,4
897,967,4
897,1261,4
897,101,4
897,405,3
897,113,4
929,751,4
929,63,4
929,646,3
929,977,4
929,271,5
929,29,4
929,248,4
929,1186,3
929,715,3
929,865,4
929,24,4
929,205,4
929,321,4
929,4510,4
929,4238,4
929,3237,5
929,95,4
929,427,5
929,576,4
929,669,5
929,9978,5
929,2357,4
929,160,4
929,361,3
929,83,4
929,204,3
929,289,5
929,826,5
929,3123,4
929,508,4
929,317,4
929,118,3
929,213,4
929,264,4
892,211,4
892,92,4
892,78,4
892,156,4
892,1051,4
892,22,4
892,127,4
917,23,3
751,494,3
579,3080,4
579,2127,4
835,905,5
835,177,4
835,1389,2
835,557,4
835,709,4
835,80,5
835,372,5
835,68,4
835,129,5
835,715,5
835,387,3
835,284,4
835,483,4
835,60,4
835,344,5
835,115,5
835,65,4
835,13,4
835,5,3
835,4,3
835,8,3
835,121,5
835,162,5
835,1005,5
835,1928,5
835,9579,3
835,11,4
751,901,2
532,92,5
1030,398,4
1030,65,4
1030,173,5
1030,171,3
1030,228,3
1030,10,4
1030,76,3
1030,230,2
1030,471,3
1030,451,2
1030,95,3
1030,22,3
1030,1083,2
1030,78,4
1030,3149,4
1030,55,3
1030,13,4
1030,14,4
1030,8589,2
1030,1949,3
1030,701,3
1030,468,3
1030,198,3
1030,1573,3
1030,576,4
1030,6664,3
1030,4584,3
1030,8025,3
1030,387,3
1030,715,3
1030,7333,3
1030,456,3
1030,125,3
1030,154,3
1030,29,2
1030,248,2
1030,386,3
1030,999,3
1030,3304,2
1030,2215,3
1030,3871,3
1030,4815,3
1030,2787,3
1030,621,3
1030,5860,3
1030,8471,3
1030,162,3
1030,765,4
1030,7236,4
1030,5863,4
1030,118,3
1030,1714,3
1030,5456,3
751,934,2
751,160,2
751,75,4
751,1457,2
751,138,2
1043,38,5
1043,150,5
1043,115,3
1043,378,2
1043,662,2
1043,60,2
1043,381,4
1043,114,4
1043,33,4
1043,9,3
1043,26,3
1043,1221,3
1043,23,4
1043,24,4
1043,18,4
1043,2,4
1043,78,2
1043,1111,3
1043,57,3
1043,1547,2
1043,100,4
1043,45,5
1043,108,2
1043,238,3
1043,27,4
1043,21,4
1043,25,5
1043,11,4
1043,122,4
1043,255,4
1043,217,3
1043,3560,2
1043,5220,2
1043,1734,5
1030,727,3
1049,3085,3
1049,974,3
1049,1800,5
1049,4515,4
1049,1624,5
1049,4584,4
1049,297,4
1049,1074,5
1049,116,3
1030,1234,3
1030,326,3
1030,304,3
1030,306,3
917,483,5
1049,158,4
1049,7662,4
1049,162,4
1049,55,4
1049,4485,4
1049,2342,5
1049,7622,3
1049,9667,3
1049,3314,4
1049,5306,3
1049,5707,3
863,3985,2
300,5994,3
917,18,4
199,104,4
199,67,5
1030,959,3
1030,410,3
1030,782,3
1030,4602,2
1030,205,3
1030,851,3
1030,6014,3
1030,7785,2
1030,6182,2
1102,1582,2
863,570,2
863,3412,3
863,132,2
199,2124,4
199,848,3
199,1168,3
199,8750,3
1030,1692,4
1030,977,3
1030,1691,4
1030,87,4
1030,4,4
1030,200,3
1030,8,3
1030,512,3
1030,773,3
1030,32,3
1030,130,3
1030,763,3
1030,2508,3
1030,90,3
1030,33,3
1030,1526,5
1030,6726,4
1030,15,4
1030,265,4
1030,1518,4
1030,531,3
1030,824,4
1030,180,5
751,25,5
1144,398,3
1144,15,3
1144,317,1
1144,851,4
1144,130,3
1144,199,3
1144,14,3
1144,4237,2
1144,696,3
1144,1993,3
1144,3296,2
1144,111,2
1144,46,3
1144,287,5
723,5385,3
723,6324,1
723,1733,2
723,963,3
723,501,4
723,3197,4
723,4027,3
723,5648,3
723,132,2
723,45,4
723,3857,3
723,508,4
723,4508,4
723,44,3
723,1051,4
723,7458,4
723,3042,3
449,3799,3
1144,1537,3
1144,557,3
1144,326,4
1144,1311,2
1144,4,3
1144,238,1
1144,1102,2
1144,1692,4
1030,301,3
1030,3878,4
1030,5908,4
1030,7,3
1030,3375,3
1144,4096,2
929,217,5
1144,186,5
1144,4368,3
1144,1149,3
1144,331,2
1144,908,2
1144,395,3
1144,18,3
1144,23,3
1144,9,2
1144,10,3
1144,145,2
1144,170,2
1144,739,4
1206,8,4
1206,115,3
1206,522,4
1206,8165,5
1206,113,5
1206,484,3
1206,4369,4
1206,1124,3
1206,951,4
1206,3124,5
1206,2241,5
1206,3133,5
1206,371,3
1206,653,4
1206,121,5
1206,284,3
1206,60,5
1206,426,4
1206,1657,5
1206,959,2
1206,1620,5
1206,495,3
1206,1923,3
1206,344,3
1206,65,5
1206,405,5
1206,4341,4
1206,1570,5
1206,6150,4
1206,516,5
1206,3425,5
1206,4139,5
1206,297,5
1206,2172,4
1206,1704,4
1206,3600,4
1206,3068,5
1206,4,5
1206,1332,2
1206,854,4
1206,32,3
1206,599,3
1206,5,4
1206,50,4
1206,28,5
1206,26,1
1206,101,3
1206,14,3
1206,58,5
1206,640,1
1206,84,3
1206,693,3
1206,1117,1
1206,5343,3
1206,660,2
1206,360,3
1206,8975,5
1206,305,3
1206,936,2
1206,1053,1
1206,806,2
1206,953,1
1206,612,3
1206,986,2
1206,1498,1
1206,1900,2
1206,168,4
1206,2352,2
1206,915,3
1206,1589,2
1206,176,3
1206,1139,3
1206,2155,1
1206,1987,4
1206,725,3
1206,4524,2
1206,349,3
1206,553,3
1206,675,3
1206,72,3
1206,818,1
1206,70,3
1206,492,2
1206,760,2
1206,1213,1
1206,7490,1
1206,6701,1
1206,838,1
1206,2312,3
1206,8413,1
1206,8448,1
1206,264,3
1206,361,3
1206,116,4
1206,1099,4
1144,1701,5
917,24,4
917,21,4
917,27,4
1144,24,3
1144,205,4
1144,306,2
1144,6566,3
1144,1255,3
1144,59,4
1144,1221,2
1144,1445,4
1144,425,4
1144,58,3
1144,28,3
1144,372,1
1144,344,1
1144,848,2
1144,1714,2
1144,378,1
1144,217,3
1144,66,4
1144,50,4
1144,278,4
1144,840,4
1144,2942,4
1144,3806,3
1144,8987,2
1144,5558,2
1144,3979,3
1144,5155,2
1144,2215,3
1144,3304,3
1144,999,3
1144,29,3
1144,42,3
1144,3656,2
1144,595,4
1144,1186,3
1144,90,4
1144,4965,3
1144,387,2
1144,879,2
1144,236,2
1144,476,3
1144,401,3
1144,587,1
1144,3375,3
1144,5146,1
1144,1825,3
1144,3856,3
1221,1139,4
1221,2513,4
1221,911,1
1221,2041,4
1221,2155,2
1221,1795,3
1221,1987,4
1221,725,4
1221,6323,3
1221,4524,3
1221,553,4
1221,818,3
1221,488,3
1221,953,4
1221,496,4
1221,57,5
579,1515,3
579,2995,4
579,7809,5
579,6192,4
579,1544,4
579,6690,5
1206,1121,5
1206,7,3
1206,3321,5
1211,3613,5
1211,9801,4
1211,7684,4
1211,9405,4
1211,9430,5
1211,9117,4
1211,8848,4
1211,5740,3
1211,7025,5
1211,100,1
1211,1311,5
1211,5095,5
1211,5220,4
1211,4337,5
1211,1459,3
1211,44,4
1211,686,3
1211,107,4
1211,420,3
1211,1103,3
1211,242,5
1211,266,4
1211,336,4
1211,1379,4
1211,1763,4
1211,2184,4
1211,2737,4
1211,2012,4
1211,1858,4
1211,3098,4
1211,2398,5
1211,2519,4
1211,3455,4
1211,4813,4
1211,3163,4
1211,2214,5
1211,3066,4
1211,1260,4
1211,6728,4
1211,2568,4
1211,2261,4
1211,2547,5
1211,3223,5
683,3425,4
683,8898,4
1144,160,3
1144,138,2
1144,158,3
1144,266,3
1144,1458,3
1144,2650,3
1144,6777,2
1144,4391,2
1144,3634,2
1144,4236,3
1144,4042,3
1144,2710,3
1259,6889,5
1259,1544,5
1259,5700,5
1211,227,3
1211,86,3
1211,343,4
1211,281,4
1211,596,3
1211,833,4
1211,7868,3
1211,243,4
1211,305,3
1211,670,4
1211,556,3
1211,967,3
1211,578,3
1211,168,4
1211,1075,3
1211,739,5
1211,1139,4
1211,865,3
1211,1795,4
1211,1208,4
1211,606,5
1211,3493,4
683,795,5
1211,6348,2
1283,4,4
1283,5,4
1283,2,4
1283,24,4
1283,18,5
1283,27,5
1283,21,4
1283,26,4
1283,101,5
1283,23,4
1283,10,5
1283,55,3
1283,11,4
1283,33,5
1283,28,3
1283,344,4
1283,7,3
1283,38,2
1283,100,5
1283,22,5
1283,45,3
1283,378,5
1283,9,2
1283,225,5
1283,118,4
1283,848,5
1283,4277,4
1144,64,4
1144,122,1
1144,239,3
1144,116,3
1144,6291,3
1144,941,1
1102,2107,5
1102,38,4
1290,545,5
1290,64,4
1290,15,5
1102,10,5
1102,3692,5
1102,5804,5
1102,1250,5
1102,357,4
1102,516,4
1102,92,2
1102,1928,5
1211,2671,4
1211,1649,3
1211,7427,4
1211,2506,4
1211,8334,4
1211,4560,4
1211,6223,4
1211,7089,4
1211,8837,4
1211,8864,4
1211,2859,4
1211,288,5
1211,2730,5
1211,1643,4
1211,785,5
1211,628,5
1211,2242,5
1211,2666,5
579,1294,2
1290,1145,3
1290,85,5
1290,278,4
1102,426,3
1102,2089,5
1102,65,3
683,2379,1
683,383,2
683,2939,5
683,515,5
1049,191,4
1049,70,3
1049,760,4
1049,1797,4
1049,485,5
1049,1364,3
1049,177,4
1049,592,5
683,3561,4
1102,620,5
1334,217,2
1334,2288,5
892,67,5
892,25,5
69,929,5
69,1090,5
69,9204,5
1334,3080,4
1334,38,3
1334,1238,3
1334,1301,1
1334,362,5
1334,100,5
1334,410,4
1334,3844,5
1334,5101,5
1334,576,5
1290,501,3
1290,304,3
1290,10,5
1334,5,5
1334,162,5
1144,2103,4
1144,758,2
1290,273,4
1290,331,3
1259,22,4
1102,3504,5
579,6870,4
1334,55,4
1334,13,4
1334,28,4
1334,7,3
1334,58,4
1334,2,3
1334,22,4
1334,287,5
1334,1255,4
1334,2643,3
1334,179,5
1334,2252,3
1334,255,3
1334,903,4
199,378,2
1144,767,4
1334,2340,2
1334,284,4
1334,8,4
1334,26,2
1334,2869,5
1334,5346,5
1334,301,5
1334,189,3
1334,281,4
1334,86,4
1334,408,4
1283,345,2
1283,53,3
1211,461,5
1290,35,4
1290,4391,4
1290,7458,3
1290,2679,4
1290,704,4
1290,3273,3
1290,1171,5
806,2544,3
1259,2757,5
1259,194,2
1259,1348,5
1259,5446,5
1259,29,3
1259,248,3
1259,493,3
1259,2903,4
1259,362,5
1259,13,5
1259,45,5
1259,763,5
1259,32,4
1259,37,4
1259,326,5
1259,138,4
1259,125,3
1259,154,5
1259,87,5
1259,119,5
1259,5,4
1259,63,3
1259,383,4
1259,219,4
1259,948,4
1259,71,4
1259,372,5
1259,344,5
1259,101,5
1259,284,4
1259,5283,5
1259,7151,4
1259,5369,4
1259,943,5
1259,5629,4
1259,26,3
1259,181,5
1259,576,5
1259,819,4
1259,4597,4
1259,663,5
1259,736,4
1259,1739,4
1259,343,3
1259,8,5
1259,1057,2
1259,4,5
1259,14,5
1259,121,5
1259,9114,5
1259,3868,2
1259,538,4
1259,129,5
1259,1084,5
1259,9424,4
1259,301,4
1259,2763,5
1259,531,5
1259,770,2
1259,116,2
1259,2643,5
1259,2729,5
1259,2440,5
1259,2027,5
1259,5315,5
1259,8625,3
1259,2464,3
1259,1432,4
1259,403,4
1259,298,5
1259,4994,5
1259,350,5
1259,8018,5
1259,9533,5
1259,887,4
1259,354,5
1259,198,5
1259,646,3
1259,3468,5
1259,55,4
1259,1797,4
1259,5294,5
1259,58,5
1259,1853,5
1259,94,5
1259,4942,5
1259,2128,5
1259,4197,5
1259,1878,3
1259,5863,5
1259,6242,5
1259,5734,5
1259,9542,5
1259,1319,5
1290,1386,2
1403,297,3
1403,2172,3
1403,1676,2
1403,225,5
1403,131,4
1403,3387,3
1403,10,4
1403,76,3
1403,471,3
1403,4,4
1403,430,4
1403,380,3
1403,1500,2
1403,1205,2
1403,1270,4
1403,3828,3
1403,1703,4
1403,1282,3
1403,520,5
1403,35,4
1403,325,2
1403,1936,2
1403,8735,2
1403,4392,3
1403,6322,2
1403,2089,4
1403,1144,3
1403,115,4
1403,86,2
1403,123,2
1403,343,2
1403,281,2
1403,1301,2
1403,64,3
1403,28,3
1403,84,3
1403,660,2
1403,354,3
1403,763,4
1403,1299,5
1403,1503,4
1403,2025,2
1403,2274,2
1403,3428,2
1403,3027,2
1403,4872,1
1403,2015,2
1403,901,3
1403,118,3
1403,941,4
1403,407,3
1403,948,3
1403,516,4
1403,895,3
1403,55,3
1403,11,5
1403,5,3
1403,256,3
1403,9,1
1403,287,3
1403,233,4
1403,26,2
1403,127,4
1403,211,2
1403,3156,2
1403,916,2
1403,255,3
1403,43,4
